job_pref,last_yr_income,expected_earn,reasons_to_code,months_programming,bootcamp_attend,age,gender
work for a medium-sized company,24000,85000,To succeed in current career,12,0,22,Male
work for a medium-sized company,66000,85000,To change careers,1,0,30,Male
work for a startup,60000,45000,To change careers,5,0,46,Male
work for a medium-sized company,25000,50000,To change careers,36,0,30,Female
work for a medium-sized company,16000,40000,To succeed in current career,3,0,28,Female
work for a medium-sized company,26500,27000,To change careers,24,0,44,Male
work for a government,25000,60000,To change careers,8,0,28,Female
work for a multinational corporation,21000,50000,To change careers,1,0,31,Male
work for a startup,8000,20000,To change careers,24,0,24,Male
work for a medium-sized company,65000,90000,To change careers,0,0,36,Female
work for a startup,5000,5000,To change careers,20,0,31,Male
work for a startup,48000,60000,To change careers,18,0,35,Male
work for a startup,35000,70000,To change careers,0,0,26,Female
work for a nonprofit,75000,89000,To succeed in current career,6,0,44,Male
work for a medium-sized company,50000,65000,To change careers,4,0,30,Male
work for a medium-sized company,70000,100000,To succeed in current career,5,0,26,Male
work for a multinational corporation,6500,70000,To change careers,0,0,29,Male
work for a multinational corporation,10000,5000,To create art or entertainment,20,0,21,Male
work for a medium-sized company,32000,25000,As a hobby,0,0,36,Male
work for a multinational corporation,20000,50000,To change careers,2,0,26,Male
work for a startup,12000,50000,To change careers,6,0,47,Male
work for a government,0,60000,As a hobby,0,0,21,Male
work for a startup,18000,20000,To change careers,1,0,29,Male
work for a startup,3000,3600,To start a business or to freelance,55,1,19,Male
work for a medium-sized company,35000,64000,To start a business or to freelance,2,0,25,Male
work for a nonprofit,0,200,To succeed in current career,6,0,19,Male
work for a medium-sized company,30000,85000,To change careers,8,0,50,Female
work for a nonprofit,30000,60000,To change careers,6,0,24,Female
work for a multinational corporation,105000,100000,To succeed in current career,3,0,24,Female
work for a multinational corporation,20000,20000,To change careers,1,0,25,Male
work for a medium-sized company,50000,75000,To change careers,12,0,36,Male
work for a medium-sized company,22000,20000,To change careers,6,0,33,Male
work for a medium-sized company,5700,36000,To change careers,0,0,36,Male
work for a multinational corporation,0,20000,To start a business or to freelance,36,0,21,Male
work for a startup,25000,70000,To succeed in current career,24,0,25,Male
work for a medium-sized company,30000,65000,To change careers,28,0,29,Male
work for a startup,10000,50000,To succeed in current career,12,0,22,Male
work for a nonprofit,32000,50000,To change careers,2,0,27,Female
work for a multinational corporation,8000,24000,To change careers,6,0,27,Male
work for a medium-sized company,12400,9600,To succeed in current career,3,0,27,Male
work for a startup,1430,3432,To start a business or to freelance,8,0,24,Male
work for a medium-sized company,20000,55000,To create art or entertainment,12,0,24,Male
work for a government,56000,50000,To change careers,0,0,33,Male
work for a nonprofit,48000,0,To start a business or to freelance,24,0,45,Male
work for a government,30000,55000,To change careers,5,0,43,Female
work for a multinational corporation,10000,50000,To change careers,6,0,16,Male
work for a multinational corporation,0,8000,To create art or entertainment,3,0,25,Female
work for a nonprofit,25000,30000,To change careers,6,0,27,Male
work for a multinational corporation,12000,12000,To succeed in current career,5,0,34,Female
work for a medium-sized company,19000,13000,To change careers,18,0,25,Male
work for a medium-sized company,90000,70000,To change careers,1,0,39,Male
work for a multinational corporation,1000,15000,As a hobby,12,0,22,Male
work for a nonprofit,6000,3000,To change careers,12,0,31,Male
work for a startup,1304,20000,As a hobby,1,0,26,Male
work for a multinational corporation,1000,24000,To succeed in current career,6,0,36,Male
work for a medium-sized company,12000,12000,To change careers,6,0,29,Female
work for a government,40000,80000,To change careers,6,0,43,Male
work for a medium-sized company,18000,1200,To create art or entertainment,1,0,31,Male
work for a government,70000,85000,To change careers,1,0,34,Male
work for a medium-sized company,13000,48000,To change careers,24,0,28,Male
work for a medium-sized company,60000,40000,To start a business or to freelance,8,0,28,Female
work for a multinational corporation,18500,23000,To change careers,18,0,33,Male
work for a medium-sized company,20000,30000,To change careers,20,0,28,Male
work for a medium-sized company,19000,20000,To change careers,8,0,26,Male
work for a medium-sized company,8600,30000,To change careers,0,0,27,Male
work for a multinational corporation,7300,20000,To change careers,72,0,27,Male
work for a multinational corporation,2700,20000,To change careers,3,0,23,Male
work for a startup,0,6000,As a hobby,12,0,25,Male
work for a startup,192000,240000,To change careers,8,1,38,Male
work for a nonprofit,24000,60000,To change careers,1,0,42,Female
work for a medium-sized company,0,20000,To succeed in current career,2,0,24,Male
work for a startup,18000,35000,To change careers,6,0,28,Male
work for a medium-sized company,30000,35000,As a hobby,4,0,21,Male
work for a medium-sized company,5800,30000,To succeed in current career,7,0,44,Female
work for a multinational corporation,1000,800,To change careers,2,0,22,Female
work for a multinational corporation,45000,80000,To change careers,1,0,30,Male
work for a nonprofit,10000,46000,To change careers,8,0,25,Female
work for a multinational corporation,12000,60000,To start a business or to freelance,0,0,27,Male
work for a multinational corporation,36000,50000,To succeed in current career,2,0,37,Male
work for a medium-sized company,15000,35000,To change careers,0,0,25,Male
work for a medium-sized company,16000,60000,To change careers,36,1,28,Female
work for a medium-sized company,36000,70000,As a hobby,12,0,30,Male
work for a medium-sized company,18000,35000,To create art or entertainment,1,0,29,Male
work for a multinational corporation,7000,9600,To change careers,5,0,25,Male
work for a medium-sized company,42000,80000,To change careers,1,0,47,Female
work for a medium-sized company,180000,80000,To start a business or to freelance,108,0,32,Male
work for a multinational corporation,154000,160000,To change careers,46,1,39,Male
work for a government,24000,50000,To change careers,12,0,30,Male
work for a multinational corporation,35000,50000,To succeed in current career,0,0,50,Female
work for a startup,44000,60000,To change careers,2,0,35,Male
work for a startup,30000,60000,To change careers,12,0,37,Male
work for a nonprofit,38000,50000,To succeed in current career,3,0,27,Male
work for a nonprofit,0,200,To change careers,1,0,15,Male
work for a medium-sized company,25000,36000,To change careers,28,0,35,Male
work for a nonprofit,85000,105000,To succeed in current career,0,0,35,Male
work for a nonprofit,30000,30000,To change careers,10,0,34,Male
work for a medium-sized company,110000,100000,To succeed in current career,12,0,32,Male
work for a multinational corporation,29000,60000,To change careers,1,0,33,Female
work for a medium-sized company,90000,50000,To start a business or to freelance,1,0,34,Male
work for a medium-sized company,65000,40000,To change careers,0,0,25,Male
work for a startup,30000,50000,To change careers,0,0,24,Female
work for a multinational corporation,25000,45000,To succeed in current career,4,0,25,Male
work for a multinational corporation,32000,65000,To change careers,9,0,25,Male
work for a startup,21000,30000,To start a business or to freelance,1,0,31,Male
work for a nonprofit,50000,70000,To change careers,6,0,25,Male
work for a nonprofit,17500,38000,To change careers,48,0,26,Male
work for a medium-sized company,40000,50000,To change careers,6,0,30,Male
work for a government,20000,40000,To change careers,24,1,29,Male
work for a multinational corporation,6000,20000,To change careers,5,0,31,Male
work for a government,115000,100000,To change careers,2,0,35,Male
work for a medium-sized company,51500,75000,To create art or entertainment,14,0,31,Male
work for a multinational corporation,40000,30000,To change careers,1,0,27,Female
work for a startup,18600,50000,As a hobby,14,0,35,Male
work for a government,2500,20000,As a hobby,6,0,24,Male
work for a medium-sized company,58000,60000,To change careers,1,0,37,Male
work for a nonprofit,50000,90000,To change careers,1,0,37,Male
work for a medium-sized company,4000,500,To change careers,1,0,28,Male
work for a medium-sized company,60000,60000,To succeed in current career,2,0,36,Male
work for a medium-sized company,42000,50000,To change careers,4,0,27,Male
work for a multinational corporation,60000,65000,To create art or entertainment,1,0,25,Female
work for a medium-sized company,22000,55000,As a hobby,36,0,30,Male
work for a multinational corporation,55000,70000,To change careers,6,0,25,Male
work for a medium-sized company,70000,95000,To change careers,0,0,40,Male
work for a medium-sized company,100000,110000,To change careers,36,0,28,Male
work for a government,60000,65000,To change careers,0,0,40,Female
work for a nonprofit,40000,110000,To change careers,4,0,25,Male
work for a startup,12000,50000,To succeed in current career,3,0,24,Male
work for a multinational corporation,30000,55000,To change careers,6,0,30,Male
work for a startup,30000,50000,To change careers,12,1,27,Male
work for a medium-sized company,40000,80000,To succeed in current career,1,0,30,Male
work for a medium-sized company,22000,24000,To succeed in current career,2,0,58,Male
work for a government,55000,75000,To change careers,1,0,32,Male
work for a medium-sized company,90000,45000,To change careers,9,1,42,Male
work for a multinational corporation,0,8000,To change careers,13,0,22,Male
work for a medium-sized company,39000,50000,To change careers,24,0,37,Male
work for a multinational corporation,4299,10000,To start a business or to freelance,1,0,24,Male
work for a medium-sized company,50000,75000,To change careers,0,0,36,Male
